movie	channel	confidence	session_wer	error_type	reference_word	hypothesis_word
Mockingbird	Notifications	0.739	0.4095	SUB	are	that
Mockingbird	Notifications	0.739	0.4095	DEL	not	
Mockingbird	Notifications	0.739	0.4095	SUB	women	winner
Mockingbird	Notifications	0.739	0.4095	SUB	that	of
Mockingbird	Notifications	0.739	0.4095	INS		of
Mockingbird	Notifications	0.739	0.4095	SUB	minds	modems
Mockingbird	Notifications	0.739	0.4095	SUB	their	the
Mockingbird	Notifications	0.739	0.4095	SUB	caliber	cal
Mockingbird	Notifications	0.739	0.4095	DEL	a	
Mockingbird	Notifications	0.739	0.4095	DEL	lie	
Mockingbird	Notifications	0.739	0.4095	SUB	and	im
Mockingbird	Notifications	0.739	0.4095	SUB	a	require
Mockingbird	Notifications	0.739	0.4095	DEL	quiet	
Mockingbird	Notifications	0.739	0.4095	DEL	humble	
Mockingbird	Notifications	0.739	0.4095	SUB	negro	meter
Mockingbird	Notifications	0.739	0.4095	SUB	unmitigated	unheated
Mockingbird	Notifications	0.739	0.4095	SUB	temerity	ten
Mockingbird	Notifications	0.739	0.4095	SUB	to	years
Mockingbird	Notifications	0.739	0.4095	SUB	a	all
Mockingbird	Notifications	0.739	0.4095	SUB	white	right
Mockingbird	Notifications	0.739	0.4095	DEL	woman	
Mockingbird	Notifications	0.739	0.4095	SUB	white	what
Mockingbird	Notifications	0.739	0.4095	DEL	peoples	
Mockingbird	Notifications	0.739	0.4095	SUB	defendant	disremant
Mockingbird	Notifications	0.739	0.4095	DEL	but	
Mockingbird	Notifications	0.739	0.4095	INS		court
Mockingbird	Notifications	0.739	0.4095	SUB	courtroom	room
Mockingbird	Notifications	0.739	0.4095	INS		i
Mockingbird	Notifications	0.739	0.4095	SUB	now	hope
Mockingbird	Notifications	0.739	0.4095	SUB	gentlemen	gentleman
Mockingbird	Notifications	0.739	0.4095	SUB	our	court
Mockingbird	Notifications	0.739	0.4095	SUB	are	of
Mockingbird	Notifications	0.739	0.4095	SUB	levelers	level
Mockingbird	Notifications	0.739	0.4095	SUB	in	house
Mockingbird	Notifications	0.739	0.4095	SUB	all	oh
Mockingbird	Notifications	0.739	0.4095	SUB	men	no
Mockingbird	Notifications	0.739	0.4095	SUB	are	idea
Mockingbird	Notifications	0.739	0.4095	SUB	created	listed
Mockingbird	Notifications	0.739	0.4095	DEL	equal	
Mockingbird	Notifications	0.739	0.4095	DEL	im	
Mockingbird	Notifications	0.739	0.4095	DEL	no	
Mockingbird	Notifications	0.739	0.4095	DEL	idealist	
Mockingbird	Notifications	0.739	0.4095	SUB	courts	court
Mockingbird	Notifications	0.739	0.4095	DEL	of	
Mockingbird	Notifications	0.739	0.4095	SUB	ideal	idea
Mockingbird	Notifications	0.739	0.4095	SUB	reality	real
Mockingbird	EventBridge	0.739	0.4095	SUB	uncle	angra
Mockingbird	EventBridge	0.739	0.4095	SUB	man	male
Mockingbird	EventBridge	0.739	0.4095	SUB	mattered	matter
Mockingbird	EventBridge	0.739	0.4095	SUB	broke	okay
Mockingbird	EventBridge	0.739	0.4095	SUB	it	huh
Mockingbird	EventBridge	0.739	0.4095	SUB	but	can
Mockingbird	EventBridge	0.739	0.4095	SUB	it	crash
Mockingbird	EventBridge	0.739	0.4095	SUB	came	them
Mockingbird	EventBridge	0.739	0.4095	DEL	crashing	
Mockingbird	EventBridge	0.739	0.4095	DEL	her	
Mockingbird	EventBridge	0.739	0.4095	DEL	afterwards	
Mockingbird	EventBridge	0.739	0.4095	DEL	with	
Mockingbird	EventBridge	0.739	0.4095	SUB	of	encounter
Mockingbird	EventBridge	0.739	0.4095	SUB	maycomb	and
Mockingbird	EventBridge	0.739	0.4095	DEL	county	
Mockingbird	EventBridge	0.739	0.4095	DEL	have	
Mockingbird	EventBridge	0.739	0.4095	DEL	you	
Mockingbird	EventBridge	0.739	0.4095	DEL	gentlemen	
Mockingbird	EventBridge	0.739	0.4095	DEL	to	
Mockingbird	EventBridge	0.739	0.4095	DEL	in	
Mockingbird	EventBridge	0.739	0.4095	SUB	confidence	the
Mockingbird	EventBridge	0.739	0.4095	SUB	that	customer
Mockingbird	EventBridge	0.739	0.4095	DEL	their	
Mockingbird	EventBridge	0.739	0.4095	DEL	testimony	
Mockingbird	EventBridge	0.739	0.4095	DEL	confident	
Mockingbird	EventBridge	0.739	0.4095	DEL	that	
Mockingbird	EventBridge	0.739	0.4095	DEL	would	
Mockingbird	EventBridge	0.739	0.4095	SUB	the	only
Mockingbird	EventBridge	0.739	0.4095	DEL	evil	
Mockingbird	EventBridge	0.739	0.4095	DEL	assumption	
Mockingbird	EventBridge	0.739	0.4095	DEL	that	
Mockingbird	EventBridge	0.739	0.4095	DEL	all	
Mockingbird	EventBridge	0.739	0.4095	DEL	negroes	
Mockingbird	EventBridge	0.739	0.4095	DEL	lie	
Mockingbird	EventBridge	0.739	0.4095	DEL	all	
Mockingbird	EventBridge	0.739	0.4095	DEL	negroes	
Mockingbird	EventBridge	0.739	0.4095	DEL	are	
Mockingbird	EventBridge	0.739	0.4095	SUB	all	oh
Mockingbird	EventBridge	0.739	0.4095	SUB	negro	nibra
Mockingbird	EventBridge	0.739	0.4095	SUB	men	bend
Mockingbird	EventBridge	0.739	0.4095	SUB	are	that
Mockingbird	EventBridge	0.739	0.4095	DEL	not	
Mockingbird	EventBridge	0.739	0.4095	SUB	women	winner
Mockingbird	EventBridge	0.739	0.4095	SUB	that	of
Mockingbird	EventBridge	0.739	0.4095	INS		of
Mockingbird	EventBridge	0.739	0.4095	SUB	minds	modems
Mockingbird	EventBridge	0.739	0.4095	SUB	their	the
Mockingbird	EventBridge	0.739	0.4095	SUB	caliber	cal
Mockingbird	EventBridge	0.739	0.4095	DEL	a	
Mockingbird	EventBridge	0.739	0.4095	DEL	lie	
Mockingbird	EventBridge	0.739	0.4095	SUB	and	im
Mockingbird	EventBridge	0.739	0.4095	SUB	a	require
Mockingbird	EventBridge	0.739	0.4095	DEL	quiet	
Mockingbird	EventBridge	0.739	0.4095	DEL	humble	
Mockingbird	EventBridge	0.739	0.4095	SUB	negro	meter
Mockingbird	EventBridge	0.739	0.4095	SUB	unmitigated	unheated
Mockingbird	EventBridge	0.739	0.4095	SUB	temerity	ten
Mockingbird	EventBridge	0.739	0.4095	SUB	to	years
Mockingbird	EventBridge	0.739	0.4095	SUB	a	all
Mockingbird	EventBridge	0.739	0.4095	SUB	white	right
Mockingbird	EventBridge	0.739	0.4095	DEL	woman	
Mockingbird	EventBridge	0.739	0.4095	SUB	white	what
Mockingbird	EventBridge	0.739	0.4095	DEL	peoples	
Mockingbird	EventBridge	0.739	0.4095	SUB	defendant	disremant
Mockingbird	EventBridge	0.739	0.4095	DEL	but	
Mockingbird	EventBridge	0.739	0.4095	INS		court
Mockingbird	EventBridge	0.739	0.4095	SUB	courtroom	room
Mockingbird	EventBridge	0.739	0.4095	INS		i
Mockingbird	EventBridge	0.739	0.4095	SUB	now	hope
Mockingbird	EventBridge	0.739	0.4095	SUB	gentlemen	gentleman
Mockingbird	EventBridge	0.739	0.4095	SUB	our	court
Mockingbird	EventBridge	0.739	0.4095	SUB	are	of
Mockingbird	EventBridge	0.739	0.4095	SUB	levelers	level
Mockingbird	EventBridge	0.739	0.4095	SUB	in	house
Mockingbird	EventBridge	0.739	0.4095	SUB	all	oh
Mockingbird	EventBridge	0.739	0.4095	SUB	men	no
Mockingbird	EventBridge	0.739	0.4095	SUB	are	idea
Mockingbird	EventBridge	0.739	0.4095	SUB	created	listed
Mockingbird	EventBridge	0.739	0.4095	DEL	equal	
Mockingbird	EventBridge	0.739	0.4095	DEL	im	
Mockingbird	EventBridge	0.739	0.4095	DEL	no	
Mockingbird	EventBridge	0.739	0.4095	DEL	idealist	
Mockingbird	EventBridge	0.739	0.4095	SUB	courts	court
Mockingbird	EventBridge	0.739	0.4095	DEL	of	
Mockingbird	EventBridge	0.739	0.4095	SUB	ideal	idea
Mockingbird	EventBridge	0.739	0.4095	SUB	reality	real
Glengarry	Deepgram	0.9287	0.266	SUB	to	for
Glengarry	Deepgram	0.9287	0.266	SUB	prize	price
Glengarry	Deepgram	0.9287	0.266	DEL	a	
Glengarry	Deepgram	0.9287	0.266	SUB	want	wants
Glengarry	Deepgram	0.9287	0.266	SUB	to	the
Glengarry	Deepgram	0.9287	0.266	DEL	see	
Glengarry	Deepgram	0.9287	0.266	SUB	prize	price
Glengarry	Deepgram	0.9287	0.266	SUB	prize	price
Glengarry	Deepgram	0.9287	0.266	DEL	a	
Glengarry	Deepgram	0.9287	0.266	SUB	steak	stick
Glengarry	Deepgram	0.9287	0.266	DEL	knives	
Glengarry	Deepgram	0.9287	0.266	SUB	prize	price
Glengarry	Deepgram	0.9287	0.266	SUB	you	your
Glengarry	Deepgram	0.9287	0.266	SUB	fired	fire
Glengarry	Deepgram	0.9287	0.266	DEL	they	
Glengarry	Deepgram	0.9287	0.266	DEL	get	
Glengarry	Deepgram	0.9287	0.266	DEL	the	
Glengarry	Deepgram	0.9287	0.266	SUB	you	last
Glengarry	Deepgram	0.9287	0.266	SUB	laughing	name
Glengarry	Deepgram	0.9287	0.266	SUB	you	natalie
Glengarry	Deepgram	0.9287	0.266	SUB	got	mitch
Glengarry	Deepgram	0.9287	0.266	SUB	leads	and
Glengarry	Deepgram	0.9287	0.266	DEL	mitch	
Glengarry	Deepgram	0.9287	0.266	SUB	given	giving
Glengarry	Deepgram	0.9287	0.266	SUB	cuz	because
Glengarry	Deepgram	0.9287	0.266	SUB	leads	leaves
Glengarry	Deepgram	0.9287	0.266	SUB	leads	leaves
Glengarry	Deepgram	0.9287	0.266	SUB	fuckin	fucking
Glengarry	Deepgram	0.9287	0.266	SUB	leads	leaves
Glengarry	Deepgram	0.9287	0.266	INS		a
Glengarry	Deepgram	0.9287	0.266	SUB	weak	week
Glengarry	Deepgram	0.9287	0.266	SUB	whats	touch
Glengarry	Deepgram	0.9287	0.266	SUB	name	hand
Glengarry	Deepgram	0.9287	0.266	SUB	cuz	because
Glengarry	Deepgram	0.9287	0.266	SUB	eighty	eightyzero
Glengarry	Deepgram	0.9287	0.266	DEL	thousand	
Glengarry	Deepgram	0.9287	0.266	DEL	dollar	
Glengarry	Deepgram	0.9287	0.266	SUB	wanting	one
Glengarry	Deepgram	0.9287	0.266	SUB	and	team
Glengarry	Deepgram	0.9287	0.266	SUB	you	to
Glengarry	Deepgram	0.9287	0.266	SUB	mans	mens
Glengarry	Deepgram	0.9287	0.266	DEL	then	
Glengarry	Deepgram	0.9287	0.266	DEL	go	
Glengarry	Deepgram	0.9287	0.266	DEL	home	
Glengarry	Deepgram	0.9287	0.266	DEL	and	
Glengarry	Deepgram	0.9287	0.266	DEL	tell	
Glengarry	Deepgram	0.9287	0.266	DEL	your	
Glengarry	Deepgram	0.9287	0.266	DEL	wife	
Glengarry	Deepgram	0.9287	0.266	DEL	your	
Glengarry	Deepgram	0.9287	0.266	DEL	troubles	
Glengarry	Deepgram	0.9287	0.266	SUB	fuckin	fucking
Glengarry	Deepgram	0.9287	0.266	SUB	faggots	faggot
Glengarry	Deepgram	0.9287	0.266	SUB	be	b
Glengarry	Deepgram	0.9287	0.266	SUB	a	aida
Glengarry	Deepgram	0.9287	0.266	DEL	i	
Glengarry	Deepgram	0.9287	0.266	DEL	d	
Glengarry	Deepgram	0.9287	0.266	DEL	a	
Glengarry	Deepgram	0.9287	0.266	SUB	cuz	because
Glengarry	Deepgram	0.9287	0.266	SUB	fuck	fucked
Glengarry	Deepgram	0.9287	0.266	SUB	or	all
Glengarry	Deepgram	0.9287	0.266	SUB	walk	walks
Glengarry	Deepgram	0.9287	0.266	DEL	or	
Glengarry	Deepgram	0.9287	0.266	SUB	an	aida
Glengarry	Deepgram	0.9287	0.266	DEL	action	
Glengarry	Deepgram	0.9287	0.266	DEL	a	
Glengarry	Deepgram	0.9287	0.266	DEL	i	
Glengarry	Deepgram	0.9287	0.266	DEL	d	
Glengarry	Deepgram	0.9287	0.266	DEL	a	
Glengarry	Deepgram	0.9287	0.266	SUB	you	youve
Glengarry	Deepgram	0.9287	0.266	SUB	think	been
Glengarry	Deepgram	0.9287	0.266	DEL	they	
Glengarry	Deepgram	0.9287	0.266	SUB	lest	unless
Glengarry	Deepgram	0.9287	0.266	DEL	are	
Glengarry	Deepgram	0.9287	0.266	DEL	you	
Glengarry	Deepgram	0.9287	0.266	DEL	man	
Glengarry	Deepgram	0.9287	0.266	DEL	enough	
Glengarry	Deepgram	0.9287	0.266	DEL	to	
Glengarry	Deepgram	0.9287	0.266	DEL	take	
Glengarry	Deepgram	0.9287	0.266	DEL	it	
Glengarry	Deepgram	0.9287	0.266	INS		i
Glengarry	Deepgram	0.9287	0.266	INS		dont
Glengarry	Deepgram	0.9287	0.266	INS		hear
Glengarry	Deepgram	0.9287	0.266	DEL	youre	
Glengarry	Deepgram	0.9287	0.266	SUB	here	and
Glengarry	Deepgram	0.9287	0.266	DEL	such	
Glengarry	Deepgram	0.9287	0.266	SUB	bums	problems
Glengarry	Deepgram	0.9287	0.266	SUB	you	do
Glengarry	Deepgram	0.9287	0.266	DEL	see	
Glengarry	Deepgram	0.9287	0.266	SUB	watch	one
Glengarry	Deepgram	0.9287	0.266	DEL	you	
Glengarry	Deepgram	0.9287	0.266	SUB	watch	one
Glengarry	Deepgram	0.9287	0.266	SUB	seventy	and
Glengarry	Deepgram	0.9287	0.266	SUB	thousand	seventyzero
Glengarry	Deepgram	0.9287	0.266	DEL	dollars	
Glengarry	Deepgram	0.9287	0.266	DEL	make	
Glengarry	Deepgram	0.9287	0.266	SUB	youre	doing
Glengarry	Deepgram	0.9287	0.266	SUB	a	any
Glengarry	Deepgram	0.9287	0.266	DEL	shit	
Glengarry	Deepgram	0.9287	0.266	SUB	you	wanna
Glengarry	Deepgram	0.9287	0.266	DEL	want	
Glengarry	Deepgram	0.9287	0.266	DEL	to	
Glengarry	Deepgram	0.9287	0.266	INS		closed
Glengarry	Deepgram	0.9287	0.266	SUB	close	do
Glengarry	Deepgram	0.9287	0.266	SUB	cock	copsucker
Glengarry	Deepgram	0.9287	0.266	DEL	sucker	
Glengarry	Deepgram	0.9287	0.266	SUB	on	out
Glengarry	Deepgram	0.9287	0.266	SUB	a	of
Glengarry	Deepgram	0.9287	0.266	SUB	sit	six
Glengarry	Deepgram	0.9287	0.266	SUB	you	why
Glengarry	Deepgram	0.9287	0.266	SUB	dont	is
Glengarry	Deepgram	0.9287	0.266	SUB	like	peace
Glengarry	Deepgram	0.9287	0.266	DEL	it	
Glengarry	Deepgram	0.9287	0.266	DEL	leave	
Glengarry	Deepgram	0.9287	0.266	SUB	fifteen	fifteenzero
Glengarry	Deepgram	0.9287	0.266	DEL	thousand	
Glengarry	Deepgram	0.9287	0.266	DEL	dollars	
Glengarry	Deepgram	0.9287	0.266	SUB	go	dont
Glengarry	Deepgram	0.9287	0.266	DEL	and	
Glengarry	Deepgram	0.9287	0.266	DEL	you	
Glengarry	Deepgram	0.9287	0.266	SUB	bitches	sick
Glengarry	Deepgram	0.9287	0.266	SUB	get	man
Glengarry	Deepgram	0.9287	0.266	DEL	mad	
Glengarry	Deepgram	0.9287	0.266	SUB	brass	grass
Glengarry	Deepgram	0.9287	0.266	SUB	to	dont
Glengarry	Deepgram	0.9287	0.266	DEL	sell	
Glengarry	Deepgram	0.9287	0.266	DEL	real	
Glengarry	Deepgram	0.9287	0.266	DEL	estate	
Glengarry	Deepgram	0.9287	0.266	DEL	go	
Glengarry	Deepgram	0.9287	0.266	DEL	and	
Glengarry	Deepgram	0.9287	0.266	DEL	the	
Glengarry	Deepgram	0.9287	0.266	SUB	i	think
Glengarry	Deepgram	0.9287	0.266	SUB	got	it
Glengarry	Deepgram	0.9287	0.266	SUB	no	does
Glengarry	Notifications	0.7748	0.3498	SUB	because	cause
Glengarry	Notifications	0.7748	0.3498	DEL	as	
Glengarry	Notifications	0.7748	0.3498	SUB	prize	price
Glengarry	Notifications	0.7748	0.3498	SUB	is	cadillac
Glengarry	Notifications	0.7748	0.3498	SUB	a	over
Glengarry	Notifications	0.7748	0.3498	SUB	cadillac	rider
Glengarry	Notifications	0.7748	0.3498	DEL	eldorado	
Glengarry	Notifications	0.7748	0.3498	SUB	want	wants
Glengarry	Notifications	0.7748	0.3498	SUB	to	a
Glengarry	Notifications	0.7748	0.3498	DEL	see	
Glengarry	Notifications	0.7748	0.3498	SUB	prize	price
Glengarry	Notifications	0.7748	0.3498	SUB	a	finish
Glengarry	Notifications	0.7748	0.3498	SUB	set	thing
Glengarry	Notifications	0.7748	0.3498	DEL	of	
Glengarry	Notifications	0.7748	0.3498	DEL	steak	
Glengarry	Notifications	0.7748	0.3498	DEL	knives	
Glengarry	Notifications	0.7748	0.3498	SUB	prize	price
Glengarry	Notifications	0.7748	0.3498	SUB	you	your
Glengarry	Notifications	0.7748	0.3498	SUB	fired	price
Glengarry	Notifications	0.7748	0.3498	SUB	they	fiction
Glengarry	Notifications	0.7748	0.3498	DEL	get	
Glengarry	Notifications	0.7748	0.3498	DEL	the	
Glengarry	Notifications	0.7748	0.3498	DEL	picture	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	SUB	you	that
Glengarry	Notifications	0.7748	0.3498	SUB	got	leaves
Glengarry	Notifications	0.7748	0.3498	SUB	leads	mission
Glengarry	Notifications	0.7748	0.3498	DEL	mitch	
Glengarry	Notifications	0.7748	0.3498	SUB	given	giving
Glengarry	Notifications	0.7748	0.3498	SUB	pal	pile
Glengarry	Notifications	0.7748	0.3498	SUB	cuz	because
Glengarry	Notifications	0.7748	0.3498	SUB	leads	leaves
Glengarry	Notifications	0.7748	0.3498	DEL	weak	
Glengarry	Notifications	0.7748	0.3498	DEL	fuckin	
Glengarry	Notifications	0.7748	0.3498	DEL	leads	
Glengarry	Notifications	0.7748	0.3498	DEL	are	
Glengarry	Notifications	0.7748	0.3498	DEL	weak	
Glengarry	Notifications	0.7748	0.3498	DEL	youre	
Glengarry	Notifications	0.7748	0.3498	DEL	weak	
Glengarry	Notifications	0.7748	0.3498	SUB	whats	such
Glengarry	Notifications	0.7748	0.3498	SUB	your	a
Glengarry	Notifications	0.7748	0.3498	SUB	fuck	up
Glengarry	Notifications	0.7748	0.3498	SUB	cuz	cause
Glengarry	Notifications	0.7748	0.3498	INS		hun
Glengarry	Notifications	0.7748	0.3498	SUB	hyundai	day
Glengarry	Notifications	0.7748	0.3498	SUB	wanting	warranty
Glengarry	Notifications	0.7748	0.3498	SUB	and	if
Glengarry	Notifications	0.7748	0.3498	SUB	mans	mens
Glengarry	Notifications	0.7748	0.3498	SUB	then	by
Glengarry	Notifications	0.7748	0.3498	DEL	go	
Glengarry	Notifications	0.7748	0.3498	DEL	home	
Glengarry	Notifications	0.7748	0.3498	DEL	and	
Glengarry	Notifications	0.7748	0.3498	DEL	tell	
Glengarry	Notifications	0.7748	0.3498	DEL	your	
Glengarry	Notifications	0.7748	0.3498	DEL	wife	
Glengarry	Notifications	0.7748	0.3498	DEL	your	
Glengarry	Notifications	0.7748	0.3498	SUB	dotted	dotting
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	SUB	fuckin	fucking
Glengarry	Notifications	0.7748	0.3498	SUB	faggots	bad
Glengarry	Notifications	0.7748	0.3498	SUB	be	b
Glengarry	Notifications	0.7748	0.3498	SUB	cuz	cause
Glengarry	Notifications	0.7748	0.3498	SUB	fuck	buck
Glengarry	Notifications	0.7748	0.3498	SUB	or	all
Glengarry	Notifications	0.7748	0.3498	DEL	an	
Glengarry	Notifications	0.7748	0.3498	DEL	action	
Glengarry	Notifications	0.7748	0.3498	SUB	you	youve
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	think	
Glengarry	Notifications	0.7748	0.3498	DEL	they	
Glengarry	Notifications	0.7748	0.3498	DEL	a	
Glengarry	Notifications	0.7748	0.3498	SUB	lest	unless
Glengarry	Notifications	0.7748	0.3498	DEL	are	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	man	
Glengarry	Notifications	0.7748	0.3498	DEL	enough	
Glengarry	Notifications	0.7748	0.3498	DEL	to	
Glengarry	Notifications	0.7748	0.3498	DEL	take	
Glengarry	Notifications	0.7748	0.3498	DEL	it	
Glengarry	Notifications	0.7748	0.3498	SUB	the	a
Glengarry	Notifications	0.7748	0.3498	SUB	pal	i
Glengarry	Notifications	0.7748	0.3498	SUB	you	dont
Glengarry	Notifications	0.7748	0.3498	SUB	boss	hear
Glengarry	Notifications	0.7748	0.3498	SUB	youre	the
Glengarry	Notifications	0.7748	0.3498	SUB	youre	you
Glengarry	Notifications	0.7748	0.3498	SUB	here	and
Glengarry	Notifications	0.7748	0.3498	SUB	with	to
Glengarry	Notifications	0.7748	0.3498	SUB	such	problem
Glengarry	Notifications	0.7748	0.3498	SUB	a	his
Glengarry	Notifications	0.7748	0.3498	SUB	bunch	wife
Glengarry	Notifications	0.7748	0.3498	DEL	of	
Glengarry	Notifications	0.7748	0.3498	DEL	bums	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	see	
Glengarry	Notifications	0.7748	0.3498	DEL	this	
Glengarry	Notifications	0.7748	0.3498	DEL	watch	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	see	
Glengarry	Notifications	0.7748	0.3498	DEL	this	
Glengarry	Notifications	0.7748	0.3498	DEL	watch	
Glengarry	Notifications	0.7748	0.3498	DEL	yeah	
Glengarry	Notifications	0.7748	0.3498	SUB	watch	whats
Glengarry	Notifications	0.7748	0.3498	SUB	costs	cost
Glengarry	Notifications	0.7748	0.3498	DEL	make	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	SUB	pal	how
Glengarry	Notifications	0.7748	0.3498	INS		the
Glengarry	Notifications	0.7748	0.3498	SUB	who	way
Glengarry	Notifications	0.7748	0.3498	SUB	am	do
Glengarry	Notifications	0.7748	0.3498	DEL	and	
Glengarry	Notifications	0.7748	0.3498	DEL	youre	
Glengarry	Notifications	0.7748	0.3498	SUB	nice	hi
Glengarry	Notifications	0.7748	0.3498	SUB	guy	sky
Glengarry	Notifications	0.7748	0.3498	SUB	a	me
Glengarry	Notifications	0.7748	0.3498	SUB	shit	his
Glengarry	Notifications	0.7748	0.3498	DEL	good	
Glengarry	Notifications	0.7748	0.3498	SUB	fuck	stopped
Glengarry	Notifications	0.7748	0.3498	SUB	kids	kid
Glengarry	Notifications	0.7748	0.3498	SUB	want	wanna
Glengarry	Notifications	0.7748	0.3498	DEL	to	
Glengarry	Notifications	0.7748	0.3498	SUB	think	take
Glengarry	Notifications	0.7748	0.3498	DEL	this	
Glengarry	Notifications	0.7748	0.3498	DEL	is	
Glengarry	Notifications	0.7748	0.3498	SUB	cock	cough
Glengarry	Notifications	0.7748	0.3498	SUB	sucker	something
Glengarry	Notifications	0.7748	0.3498	SUB	sit	sick
Glengarry	Notifications	0.7748	0.3498	SUB	you	might
Glengarry	Notifications	0.7748	0.3498	SUB	dont	be
Glengarry	Notifications	0.7748	0.3498	DEL	like	
Glengarry	Notifications	0.7748	0.3498	DEL	it	
Glengarry	Notifications	0.7748	0.3498	DEL	leave	
Glengarry	Notifications	0.7748	0.3498	SUB	can	yeah
Glengarry	Notifications	0.7748	0.3498	SUB	you	dont
Glengarry	Notifications	0.7748	0.3498	DEL	go	
Glengarry	Notifications	0.7748	0.3498	DEL	and	
Glengarry	Notifications	0.7748	0.3498	SUB	get	hit
Glengarry	Notifications	0.7748	0.3498	SUB	you	supply
Glengarry	Notifications	0.7748	0.3498	DEL	son	
Glengarry	Notifications	0.7748	0.3498	DEL	of	
Glengarry	Notifications	0.7748	0.3498	DEL	a	
Glengarry	Notifications	0.7748	0.3498	DEL	bitches	
Glengarry	Notifications	0.7748	0.3498	DEL	get	
Glengarry	Notifications	0.7748	0.3498	DEL	mad	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	know	
Glengarry	Notifications	0.7748	0.3498	DEL	what	
Glengarry	Notifications	0.7748	0.3498	DEL	it	
Glengarry	Notifications	0.7748	0.3498	SUB	to	grass
Glengarry	Notifications	0.7748	0.3498	DEL	sell	
Glengarry	Notifications	0.7748	0.3498	DEL	real	
Glengarry	Notifications	0.7748	0.3498	DEL	estate	
Glengarry	Notifications	0.7748	0.3498	DEL	it	
Glengarry	Notifications	0.7748	0.3498	DEL	takes	
Glengarry	Notifications	0.7748	0.3498	DEL	brass	
Glengarry	Notifications	0.7748	0.3498	SUB	to	dont
Glengarry	Notifications	0.7748	0.3498	DEL	sell	
Glengarry	Notifications	0.7748	0.3498	DEL	real	
Glengarry	Notifications	0.7748	0.3498	DEL	estate	
Glengarry	Notifications	0.7748	0.3498	DEL	go	
Glengarry	Notifications	0.7748	0.3498	DEL	and	
Glengarry	Notifications	0.7748	0.3498	SUB	likewise	like
Glengarry	Notifications	0.7748	0.3498	SUB	gents	chan
Glengarry	Notifications	0.7748	0.3498	DEL	the	
Glengarry	Notifications	0.7748	0.3498	DEL	moneys	
Glengarry	Notifications	0.7748	0.3498	DEL	out	
Glengarry	Notifications	0.7748	0.3498	DEL	there	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	pick	
Glengarry	Notifications	0.7748	0.3498	DEL	it	
Glengarry	Notifications	0.7748	0.3498	DEL	up	
Glengarry	Notifications	0.7748	0.3498	DEL	its	
Glengarry	Notifications	0.7748	0.3498	DEL	yours	
Glengarry	Notifications	0.7748	0.3498	DEL	you	
Glengarry	Notifications	0.7748	0.3498	DEL	dont	
Glengarry	Notifications	0.7748	0.3498	DEL	i	
Glengarry	Notifications	0.7748	0.3498	DEL	got	
Glengarry	Notifications	0.7748	0.3498	DEL	no	
Glengarry	EventBridge	0.7771	0.334	SUB	because	cause
Glengarry	EventBridge	0.7771	0.334	DEL	as	
Glengarry	EventBridge	0.7771	0.334	SUB	prize	price
Glengarry	EventBridge	0.7771	0.334	SUB	is	cadillac
Glengarry	EventBridge	0.7771	0.334	SUB	a	over
Glengarry	EventBridge	0.7771	0.334	SUB	cadillac	rider
Glengarry	EventBridge	0.7771	0.334	DEL	eldorado	
Glengarry	EventBridge	0.7771	0.334	SUB	want	wants
Glengarry	EventBridge	0.7771	0.334	SUB	to	a
Glengarry	EventBridge	0.7771	0.334	DEL	see	
Glengarry	EventBridge	0.7771	0.334	SUB	prize	price
Glengarry	EventBridge	0.7771	0.334	SUB	a	finish
Glengarry	EventBridge	0.7771	0.334	SUB	set	thing
Glengarry	EventBridge	0.7771	0.334	DEL	of	
Glengarry	EventBridge	0.7771	0.334	DEL	steak	
Glengarry	EventBridge	0.7771	0.334	DEL	knives	
Glengarry	EventBridge	0.7771	0.334	SUB	prize	price
Glengarry	EventBridge	0.7771	0.334	SUB	you	your
Glengarry	EventBridge	0.7771	0.334	SUB	fired	price
Glengarry	EventBridge	0.7771	0.334	SUB	they	fiction
Glengarry	EventBridge	0.7771	0.334	DEL	get	
Glengarry	EventBridge	0.7771	0.334	DEL	the	
Glengarry	EventBridge	0.7771	0.334	DEL	picture	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	SUB	you	that
Glengarry	EventBridge	0.7771	0.334	SUB	got	leaves
Glengarry	EventBridge	0.7771	0.334	SUB	leads	mission
Glengarry	EventBridge	0.7771	0.334	DEL	mitch	
Glengarry	EventBridge	0.7771	0.334	SUB	given	giving
